indicator,time,t2m,data,tp,cdd,dmd,fwi
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1971-01-01,296.1186607092406,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1972-01-01,296.4707636530156,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1973-01-01,296.50224105469664,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1974-01-01,296.09421314518903,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1975-01-01,296.3406956818656,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1976-01-01,295.72776499900937,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1977-01-01,295.16493862127226,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1978-01-01,295.4338842492331,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1979-01-01,295.693608326379,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1980-01-01,296.0721129194501,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1981-01-01,296.0269553353962,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1982-01-01,296.4080225519781,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1983-01-01,296.64378621309334,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1984-01-01,295.89511451853167,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1985-01-01,295.8953788208083,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1986-01-01,296.1430377698436,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1987-01-01,296.5646441163602,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1988-01-01,296.82641362728174,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1989-01-01,296.5511261897501,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1990-01-01,296.17474033442886,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1991-01-01,296.5038153723348,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1992-01-01,296.64370012130775,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1993-01-01,295.6364350459128,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1994-01-01,297.722667043053,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1995-01-01,296.5665651725743,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1996-01-01,296.0945491223794,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1997-01-01,296.4728767763486,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1998-01-01,296.87226592848873,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1999-01-01,297.00238192652574,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2000-01-01,297.1404324920951,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2001-01-01,297.1181990364322,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2002-01-01,297.0248745829983,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2003-01-01,298.25248910308125,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2004-01-01,296.6979179319453,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2005-01-01,297.21657391636415,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2006-01-01,297.82413613079245,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2007-01-01,297.7104203096404,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2008-01-01,296.4881900220333,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2009-01-01,296.5155037519397,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2010-01-01,297.73372048334153,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2011-01-01,297.1514782817226,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2012-01-01,297.5545060060857,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2013-01-01,297.3057897371505,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2014-01-01,297.3202604919266,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2015-01-01,297.65541948427415,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2016-01-01,297.2466543701481,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2017-01-01,297.3545673908722,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2018-01-01,298.1654378997871,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2019-01-01,298.45728431878035,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2020-01-01,297.6122335396026,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2021-01-01,298.43903583612166,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2022-01-01,298.36991179411797,,,,,
07_warmest_three_day_period-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2023-01-01,298.21543359914057,,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1940-01-01,,0.031591489030437375,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1941-01-01,,1.29562556147507,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1942-01-01,,0.05867853154090913,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1943-01-01,,0.5985607271886848,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1944-01-01,,0.1014734094172581,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1945-01-01,,0.5387396282519946,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1946-01-01,,1.0644967099825713,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1947-01-01,,0.889726689995882,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1948-01-01,,0.06663327959364779,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1949-01-01,,0.15717416982708454,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1950-01-01,,0.4117256091426132,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1951-01-01,,0.1559393218708447,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1952-01-01,,0.7601818913203183,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1953-01-01,,0.14764236892825142,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1954-01-01,,0.10904389174958806,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1955-01-01,,0.13024664054196122,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1956-01-01,,0.18849553400722452,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1957-01-01,,0.96560621024367,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1958-01-01,,0.41127752763591086,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1959-01-01,,0.21090672174987557,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1960-01-01,,0.18440064468054645,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1961-01-01,,0.3337633499703442,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1962-01-01,,0.1297445735087996,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1963-01-01,,0.22147430249112576,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1964-01-01,,0.045745794470276796,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1965-01-01,,0.053923056792568286,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1966-01-01,,0.11685330202882498,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1967-01-01,,0.06873092082131202,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1968-01-01,,0.03483569984866055,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1969-01-01,,0.29242313753145144,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1970-01-01,,0.04525850786409677,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1971-01-01,,0.04759722495114804,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1972-01-01,,0.9668142236905992,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1973-01-01,,0.28794903504484,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1974-01-01,,0.29086417005984844,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1975-01-01,,0.6937881817974574,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1976-01-01,,0.5294900807891023,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1977-01-01,,0.12652997611534533,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1978-01-01,,0.10697577596194453,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1979-01-01,,0.02329666650058703,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1980-01-01,,0.3139513858723342,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1981-01-01,,0.083673566110074,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1982-01-01,,0.6169897404994114,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1983-01-01,,0.4860666122805887,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1984-01-01,,0.015873397356367478,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1985-01-01,,0.01881419482522739,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1986-01-01,,0.05494665264272061,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1987-01-01,,0.4452752913160588,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1988-01-01,,0.4090004690364458,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1989-01-01,,0.12109139952117029,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1990-01-01,,0.2595076567433652,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1991-01-01,,0.4725038995419397,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1992-01-01,,0.4489275916735308,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1993-01-01,,0.040904479524666124,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1994-01-01,,1.419485892086308,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1995-01-01,,0.4336589251035703,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1996-01-01,,0.022509206113981134,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1997-01-01,,0.29812630376642185,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1998-01-01,,0.7141222239006938,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1999-01-01,,0.18375389257185337,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2000-01-01,,1.188488350031035,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2001-01-01,,0.3666796397695595,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2002-01-01,,0.24178731612117121,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2003-01-01,,2.7395793281296017,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2004-01-01,,0.2689606156955352,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2005-01-01,,0.32830825430983834,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2006-01-01,,1.1821461461301739,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2007-01-01,,2.0117289939135,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2008-01-01,,0.41495276142911997,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2009-01-01,,0.12273754792914253,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2010-01-01,,1.4108659685151252,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2011-01-01,,0.7998672682694626,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2012-01-01,,2.0600951772989777,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2013-01-01,,0.9038272568871374,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2014-01-01,,1.2070341225271055,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2015-01-01,,2.6577609026711273,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2016-01-01,,0.47641526274189316,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2017-01-01,,2.3785413238103295,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2018-01-01,,2.5709344126013263,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2019-01-01,,2.083708080988736,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2020-01-01,,1.0690503078698292,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2021-01-01,,2.7486626658174442,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2022-01-01,,3.1987133864010175,,,,
09_heat_waves_climatological-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2023-01-01,,3.247049161178668,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1940-01-01,111.06939304568765,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1941-01-01,112.24226350040563,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1942-01-01,111.8598458297115,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1943-01-01,94.89345951226517,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1944-01-01,104.99613219715296,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1945-01-01,106.9369889776248,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1946-01-01,102.3366605071516,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1947-01-01,101.40152038318004,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1948-01-01,96.28570399522613,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1949-01-01,93.63458021648678,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1950-01-01,90.88819112292124,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1951-01-01,85.3860251232413,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1952-01-01,101.21371574290892,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1953-01-01,96.25665147922622,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1954-01-01,95.99493179967672,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1955-01-01,97.87804469311416,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1956-01-01,111.79938764584897,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1957-01-01,89.89597194354246,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1958-01-01,92.23707140198943,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1959-01-01,85.37218181835468,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1960-01-01,83.94040924952671,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1961-01-01,81.13011514657383,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1962-01-01,98.01747899987201,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1963-01-01,100.45856317033612,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1964-01-01,98.21066380899487,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1965-01-01,100.82721245507257,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1966-01-01,88.97232835512263,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1967-01-01,88.2981289678475,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1968-01-01,95.09234749262242,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1969-01-01,99.05937379888803,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1970-01-01,93.64311901915184,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1971-01-01,89.63178214491755,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1972-01-01,87.55227391421033,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1973-01-01,99.34001939266622,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1974-01-01,78.98608126560173,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1975-01-01,85.97306211160227,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1976-01-01,97.62217173570805,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1977-01-01,85.12957403900984,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1978-01-01,92.35209962560305,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1979-01-01,94.21507763861268,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1980-01-01,98.52247483715584,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1981-01-01,94.9529568761319,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1982-01-01,88.32150831172024,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1983-01-01,88.08223949638607,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1984-01-01,88.89104992365242,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1985-01-01,99.14247471616896,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1986-01-01,92.11910292531167,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1987-01-01,93.95219107245282,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1988-01-01,89.88903982379479,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1989-01-01,76.91237129502534,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1990-01-01,75.40395234765619,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1991-01-01,89.19147376522025,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1992-01-01,90.01977740390083,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1993-01-01,96.062221818755,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1994-01-01,79.07868717569875,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1995-01-01,89.54918597903549,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1996-01-01,95.32401699747652,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1997-01-01,90.77609285353861,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1998-01-01,84.91266043046465,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1999-01-01,81.65666042533749,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2000-01-01,73.9217388735672,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2001-01-01,84.18891107807937,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2002-01-01,77.72832444968016,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2003-01-01,90.87687437326466,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2004-01-01,84.90227868453591,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2005-01-01,91.43338941838186,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2006-01-01,84.99084028732193,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2007-01-01,74.437954807576,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2008-01-01,74.98208924657155,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2009-01-01,79.82819691434861,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2010-01-01,90.69154301474086,,,,,
11_frost_days-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2011-01-01,79.73212441357813,,,,,
