indicator,time,t2m,data,tp,cdd,dmd,fwi
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1940-01-01,280.69242288607677,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1941-01-01,280.87683205348003,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1942-01-01,281.0565444290127,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1943-01-01,282.2895268019393,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1944-01-01,281.761930919262,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1945-01-01,281.77114445669963,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1946-01-01,281.93175942669,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1947-01-01,281.9738297896427,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1948-01-01,281.8642352507812,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1949-01-01,282.19166661832986,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1950-01-01,282.25763117606306,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1951-01-01,282.23023511318945,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1952-01-01,281.93283008022803,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1953-01-01,282.1815336914853,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1954-01-01,281.70356078958315,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1955-01-01,281.8248826161272,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1956-01-01,280.7418635761636,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1957-01-01,282.10063333599675,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1958-01-01,281.87098041868614,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1959-01-01,282.2298542603713,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1960-01-01,282.1590410249297,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1961-01-01,282.50753847575675,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1962-01-01,281.5813025188986,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1963-01-01,281.4465492357851,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1964-01-01,281.7407924420279,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1965-01-01,281.31235739615215,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1966-01-01,281.9393911954192,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1967-01-01,282.0466824955105,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1968-01-01,281.83331164087986,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1969-01-01,281.58944926119966,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1970-01-01,281.8440786653189,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1971-01-01,281.891331121273,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1972-01-01,281.8927998456318,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1973-01-01,281.8598251138704,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1974-01-01,282.2788857912708,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1975-01-01,282.3608379901171,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1976-01-01,281.5073310761021,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1977-01-01,281.97801033419745,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1978-01-01,281.4495021672317,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1979-01-01,281.70342530103,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1980-01-01,281.4218301896841,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1981-01-01,281.9095709655569,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1982-01-01,282.1899148807438,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1983-01-01,282.3051664786129,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1984-01-01,281.95528695327073,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1985-01-01,281.347712077344,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1986-01-01,281.8584270695814,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1987-01-01,281.508963400257,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1988-01-01,282.2838389145346,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1989-01-01,282.95265415546163,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1990-01-01,282.9116436634257,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1991-01-01,282.08629479365106,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1992-01-01,282.28155765100985,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1993-01-01,281.97455246233113,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1994-01-01,282.93200160075395,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1995-01-01,282.51903042612656,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1996-01-01,281.8476644317864,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1997-01-01,282.5137578590718,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1998-01-01,282.5346688049988,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1999-01-01,282.95641110955535,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2000-01-01,283.1802367604574,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2001-01-01,282.80693183441224,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2002-01-01,282.99718456045144,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2003-01-01,282.934913881681,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2004-01-01,282.6870757531089,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2005-01-01,282.70527109747076,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2006-01-01,283.1038275555644,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2007-01-01,283.2609993715591,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2008-01-01,283.1179500313138,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2009-01-01,283.01695188531147,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2010-01-01,282.4027787221427,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2011-01-01,283.18086445265,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2012-01-01,282.8690429115582,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2013-01-01,282.97585893844456,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2014-01-01,283.7951443936857,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2015-01-01,283.6431196131434,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2016-01-01,283.362660163247,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2017-01-01,283.2884945574093,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2018-01-01,283.8204743694828,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2019-01-01,283.7082305377867,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2020-01-01,284.010868040599,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2021-01-01,283.1557042185739,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2022-01-01,283.8833289898246,,,,,
01_mean_temperature-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2023-01-01,283.9577928910486,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1940-01-01,9.406328264351636,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1941-01-01,10.96566232967557,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1942-01-01,11.188093381063519,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1943-01-01,13.149072673300902,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1944-01-01,11.006924246830463,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1945-01-01,13.010382578082949,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1946-01-01,14.777131880285358,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1947-01-01,15.30663675453714,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1948-01-01,9.829612102704314,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1949-01-01,11.061641174619199,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1950-01-01,15.263159646147738,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1951-01-01,12.912943566086183,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1952-01-01,16.368375716914898,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1953-01-01,12.351952998892768,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1954-01-01,12.522315649023186,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1955-01-01,11.645423619045731,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1956-01-01,10.914455981037948,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1957-01-01,13.758129792573826,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1958-01-01,12.186742088734448,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1959-01-01,10.727746255287244,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1960-01-01,10.55669128733601,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1961-01-01,11.973975997432625,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1962-01-01,13.287135728778495,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1963-01-01,12.705399633279852,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1964-01-01,11.541362101220534,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1965-01-01,10.492533286097295,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1966-01-01,11.819306194419026,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1967-01-01,10.882682816665424,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1968-01-01,10.48791686540649,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1969-01-01,10.443721700971377,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1970-01-01,11.091710587428949,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1971-01-01,10.509657039666301,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1972-01-01,9.714274050309808,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1973-01-01,10.981655590814379,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1974-01-01,10.096425891654151,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1975-01-01,11.269469394055166,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1976-01-01,8.734395393829576,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1977-01-01,9.15696268881502,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1978-01-01,8.365433366474877,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1979-01-01,11.036793487748852,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1980-01-01,10.116757162524321,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1981-01-01,11.13324705131449,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1982-01-01,11.558202027959265,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1983-01-01,10.474041607701341,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1984-01-01,8.600807176535039,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1985-01-01,11.174402890439286,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1986-01-01,11.893728168318047,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1987-01-01,13.367234578972523,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1988-01-01,13.032829451778545,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1989-01-01,12.303392276606509,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1990-01-01,12.757759083577676,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1991-01-01,13.102725866230566,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1992-01-01,11.849393489026488,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1993-01-01,11.801295112825333,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1994-01-01,16.652808364760737,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1995-01-01,12.951277885169372,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1996-01-01,11.581600512277372,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1997-01-01,11.831197715147752,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1998-01-01,15.75314834731667,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,1999-01-01,16.033481497924335,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2000-01-01,14.273329504341294,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2001-01-01,16.200819795120744,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2002-01-01,13.654555311429581,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2003-01-01,18.679687914849865,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2004-01-01,13.245255669076546,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2005-01-01,13.924330865442002,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2006-01-01,16.111873630785485,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2007-01-01,14.493914427432175,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2008-01-01,14.11420416020297,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2009-01-01,14.767628063597062,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2010-01-01,17.421766392823322,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2011-01-01,14.326080966939413,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2012-01-01,18.129559359373,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2013-01-01,14.604363711663533,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2014-01-01,13.64872682810419,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2015-01-01,18.628786420014833,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2016-01-01,16.895139825710366,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2017-01-01,17.515508486739925,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2018-01-01,18.023392369077083,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2019-01-01,17.858065892288792,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2020-01-01,17.159557906309217,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2021-01-01,17.07727215991801,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2022-01-01,20.05924958029298,,,,,
05_tropical_nights-reanalysis-yearly-layer-eea_eea_38-latitude-1940-2023-v1.0,2023-01-01,20.003654531355426,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1940-01-01,7.758892752850126,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1941-01-01,10.82929803941651,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1942-01-01,11.324689379180867,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1943-01-01,14.019564238495876,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1944-01-01,9.57715720485375,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1945-01-01,13.924120573906608,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1946-01-01,15.43964867227202,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1947-01-01,13.79158156793016,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1948-01-01,8.181233935258234,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1949-01-01,9.378510586780981,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1950-01-01,14.503157700700864,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1951-01-01,10.01875118512147,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1952-01-01,14.165029784964972,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1953-01-01,10.410522158110615,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1954-01-01,10.801204172037998,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1955-01-01,7.263305680944324,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1956-01-01,9.115685617585926,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1957-01-01,11.220938355021786,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1958-01-01,9.276481376902867,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1959-01-01,7.085816993704234,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1960-01-01,7.987012908837848,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1961-01-01,10.266635942478539,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1962-01-01,14.290251428642776,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1963-01-01,10.506804338090685,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1964-01-01,9.814464753475443,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1965-01-01,9.217007477880244,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1966-01-01,9.117145466402127,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1967-01-01,8.561859841536226,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1968-01-01,8.681804892925516,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1969-01-01,9.036703979762581,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1970-01-01,9.493194924260978,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1971-01-01,9.11420719627287,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1972-01-01,7.511551118266826,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1973-01-01,9.438072047963809,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1974-01-01,9.157505845799383,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1975-01-01,8.229458233847323,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1976-01-01,7.342902373357256,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1977-01-01,7.2384720893744845,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1978-01-01,7.958849543737517,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1979-01-01,8.347996546427632,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1980-01-01,9.619713937473309,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1981-01-01,9.907998622782308,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1982-01-01,8.718026956521948,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1983-01-01,9.291209978212436,,,,,
06_hot_days-reanalysis-yearly-30deg-layer-eea_eea_38-latitude-1940-2023-v1.0,1984-01-01,8.472530358884994,,,,,
